plot code,Season code,Sitlav - Soybeans - Yield - KG/Ha,mean_savi2,min_savi2,max_savi2,skew_savi2,kurt_savi2,std_savi2,mean_ndwi,min_ndwi,max_ndwi,skew_ndwi,kurt_ndwi,std_ndwi,mean_savi,min_savi,max_savi,skew_savi,kurt_savi,std_savi,mean_mndvi,min_mndvi,max_mndvi,skew_mndvi,kurt_mndvi,std_mndvi,mean_ndmi,min_ndmi,max_ndmi,skew_ndmi,kurt_ndmi,std_ndmi,mean_evi,min_evi,max_evi,skew_evi,kurt_evi,std_evi,mean_arvi,min_arvi,max_arvi,skew_arvi,kurt_arvi,std_arvi,mean_ndvi,min_ndvi,max_ndvi,skew_ndvi,kurt_ndvi,std_ndvi,mean_msavi,min_msavi,max_msavi,skew_msavi,kurt_msavi,std_msavi,mean_cri,min_cri,max_cri,skew_cri,kurt_cri,std_cri,mean_cari,min_cari,max_cari,skew_cari,kurt_cari,std_cari,CLASSE_DOM,mean_cec_0_5,mean_cec_15_30,mean_cec_30_60,mean_cec_5_15,mean_clay_0_5,mean_clay_15_30,mean_clay_30_60,mean_clay_5_15,mean_ph_0_5,mean_sand_0_5,mean_sand_15_30,mean_sand_5_15,mean_silt_0_5,mean_silt_15_30,mean_silt_30_60,mean_silt_5_15,mean_soc_0_5,mean_soc_15_30,mean_soc_30_60,mean_soc_5_15,mean_rain,min_rain,max_rain,skew_rain,kurt_rain,sum_rain,mean_mean temp,min_mean temp,max_mean temp,skew_mean temp,kurt_mean temp,mean_min temp,min_min temp,max_min temp,skew_min temp,kurt_min temp,mean_max temp,min_max temp,max_max temp,skew_max temp,kurt_max temp
AL548071Z,CR196P2JTZ,3600,0.03318038303,0.01867460326,0.04173179432,-1.650017475,,0.0126293069,-0.6530058644,-0.8305590229,-0.351703846,1.650434356,,0.2623183283,0.1240987795,-1.650017475,0.8193145999,-1.828734091,5.619264492,0.6078995573,0.7411639932,0.1834194065,1.037820334,-1.721505265,,0.4833482599,0.1652688707,-0.2457243354,0.3909588671,-1.707077035,,0.3565029239,0.6473716114,0.0807361888,0.951743333,-1.717740709,,0.4911721164,0.5888083223,0.09591513902,0.8514814189,-1.720810768,,0.4271663225,0.4415253159,-1.721505265,1.037820334,-2.221330332,5.737327024,0.8020146389,0.5635841562,0.08431638571,0.8193145999,-1.720353205,,0.4153700712,7.561010056,4.620817263,11.50426238,1.170068184,,3.54965498,0.3926528095,0.295132864,0.5107280466,0.8166465705,,0.109257543,LVAd,130.75,76.5625,71.25,93.25,236.125,236.3125,618.3125,243.125,38.625,618.3125,614.25,612.5625,571.0625,144.3125,149.5,145.375,51.5625,173.25,104.6875,217.5625,0.61525,0,12.1,3.88556438,16.69245105,49.22,25.36401721,23.16666667,26.875,-0.3327412726,-0.72176561,22.5375,21,23,-0.7728465332,-0.388446242,30.6875,26,33,-0.9197331,0.1256032312
AL548070Z,CR196P2JUZ,3600,0.03379309047,0.01556675274,0.04347012688,-1.722122331,,0.01579453978,-0.6378657211,-0.8027369114,-0.3706763448,1.593255688,,0.2334969843,0.1180254822,-1.722122331,0.8171511605,-1.953808515,6.075434158,0.6217272005,0.7677319224,0.2384115599,1.047893828,-1.723152006,,0.4586669141,0.1722092927,-0.2092399584,0.3782788327,-1.715284353,,0.3307009446,0.6754206987,0.09022122602,0.9733270015,-1.731196403,,0.5068253908,0.5792983222,0.1260837332,0.8284573264,-1.706439287,,0.3931426934,0.4512023294,-1.723152006,1.047893828,-2.297873036,6.137248655,0.7979450346,0.5536228135,0.08979737938,0.8171511605,-1.684187006,,0.402926883,5.654607363,3.66312059,7.983756365,0.6802813024,,2.180019544,0.3737075228,0.3393169392,0.409939042,0.2337322397,,0.03534702437,LVAd,129,79.58333333,71.75,98.29166667,228.2916667,231.5416667,608.4166667,238.7916667,41.125,608.4166667,601.625,600.7916667,557.625,160.125,166.9166667,163.25,52.08333333,193.7083333,114.7083333,213.3333333,0.61525,0,12.1,3.88556438,16.69245105,49.22,25.3964221,23.16666667,26.875,-0.3618869364,-0.665340629,22.5375,21,23,-0.7728465332,-0.388446242,30.775,26,33,-0.9087130488,0.1616535713
AL548069Z,CR196P2JVZ,3600,0.0313523249,0.01755413704,0.03945364712,-1.654274657,,0.01200990608,-0.6113179317,-0.7609564939,-0.3420313311,1.700013781,,0.2336906349,0.1016428898,-1.654274657,0.7205977131,-2.063689624,6.487833333,0.5862079433,0.759497249,0.1838889782,1.057790809,-1.728601842,,0.498601734,0.1562263809,-0.2353717143,0.3655617584,-1.719661324,,0.3394039383,0.6107473639,0.07790628427,0.8975212174,-1.716929442,,0.4619025541,0.5512234838,0.09419480493,0.7869290906,-1.729479034,,0.3958637699,0.4394028934,-1.728601842,1.057790809,-2.215981882,5.752215586,0.8038231877,0.5060605637,0.07976726438,0.7205977131,-1.73194024,,0.3691834453,5.52859279,4.525909328,7.235133143,1.653526908,,1.48544078,0.3887973861,0.3145406427,0.4793792939,0.8450222129,,0.08362313363,LVAd,129.2105263,86.42105263,79.36842105,102.0526316,222.4210526,236.4210526,611.3157895,237.4210526,43.15789474,611.3157895,596.3157895,601.2631579,556.4210526,161.3157895,167.0526316,166.1578947,51.42105263,197.1052632,118.2631579,227.1052632,0.61525,0,12.1,3.88556438,16.69245105,49.22,25.3964221,23.16666667,26.875,-0.3618869364,-0.665340629,22.5375,21,23,-0.7728465332,-0.388446242,30.775,26,33,-0.9087130488,0.1616535713
AL548064Z,CR196JAQ022Z,3600,0.03205202665,0.02632081805,0.03778323526,,,0.008105152937,-0.7128356882,-0.7434580344,-0.6822133421,,,0.04330653718,0.2551728696,0.008105152937,0.7240921102,0.6420299255,-1.746127704,0.3000996743,0.9921926778,0.9836119347,1.000773421,,,0.01213500329,0.2892801421,0.283704471,0.2948558132,,,0.007885189706,0.7488003453,0.641215047,0.8563856437,,,0.152148588,0.7545106957,0.7099822876,0.7990391037,,,0.0629726786,0.8212568389,0.01213500329,1.000773421,-2.457418336,6.270675794,0.3395221733,0.6279208244,0.5317495386,0.7240921102,,,0.1360067367,7.137678881,6.100848381,8.17450938,,,1.466299755,0.353567395,0.2642533491,0.4428814409,,,0.1263091351,LVAd,131.8965517,86.68965517,82.13793103,109.2068966,241.9655172,244.8965517,596.4827586,242.3103448,40.96551724,596.4827586,589.7931034,599.3793103,571.5862069,158.3793103,165.2758621,161.5517241,51.86206897,180.4137931,108.7931034,214.1034483,1.708,0,25.48,3.304474427,11.03730434,136.64,25.29839221,23.16666667,26.875,-0.3247400616,-0.7524005651,22.525,21,23,-0.7204689462,-0.4660006371,30.525,25,33,-0.9214180452,0.09669260909
AL548065Z,CR196JAL5Z,3600,0.03157721616,0.02583384722,0.03732058511,,,0.008122350255,-0.7488269172,-0.7541216231,-0.7435322113,,,0.007487844891,0.2653054197,0.008122350255,0.7347481143,0.5894807216,-1.921381194,0.3116004467,0.9836556369,0.9783572611,0.9889540127,,,0.007493034884,0.2928861835,0.263429191,0.3223431761,,,0.04165847839,0.7559422663,0.6549368393,0.8569476933,,,0.1428432447,0.7902566589,0.7860872962,0.7944260217,,,0.005896369362,0.8257374934,0.007493034884,0.9889540127,-2.628892245,7.103478736,0.3369684563,0.6618245594,0.5889010045,0.7347481143,,,0.1031294804,9.744998567,8.233233458,11.25676368,,,2.13795872,0.3306401681,0.2362374364,0.4250428999,,,0.1335056235,LVAd,132.9230769,86.76923077,84.30769231,110,244.6923077,239.5384615,594.7692308,242.3076923,40.61538462,594.7692308,596.2307692,600.3076923,575,157.4615385,164.0769231,160.6153846,52.30769231,177.9230769,109.3076923,217.1538462,1.708,0,25.48,3.304474427,11.03730434,136.64,25.29839221,23.16666667,26.875,-0.3247400616,-0.7524005651,22.525,21,23,-0.7204689462,-0.4660006371,30.525,25,33,-0.9214180452,0.09669260909
AL548077Z,CR196NRNCZ,3600,0.02952713004,0.02887207481,0.03018218527,,,0.0009263879951,-0.6611527455,-0.6711951452,-0.6511103458,,,0.0142020979,0.2286280782,0.0009263879951,0.5752701503,0.4987065953,-2.2121389,0.2640117149,0.973607247,0.9666854688,0.9805290252,,,0.00978887263,0.2304396468,0.1835363477,0.2773429458,,,0.06633128161,0.6723121512,0.6646898626,0.6799344398,,,0.01077954398,0.696714108,0.6815834454,0.7118447705,,,0.0213979882,0.7955146369,0.00978887263,0.9805290252,-2.329871753,5.69738537,0.3343425688,0.5586819165,0.5420936827,0.5752701503,,,0.02345930523,5.204277346,3.256361447,7.152193245,,,2.754769083,0.3722794549,0.3134246121,0.4311342977,,,0.08323331692,LVAd,130.2068966,93.03448276,81.75862069,122.862069,203.5172414,208.4827586,650.4827586,205.5862069,44.31034483,650.4827586,644.6896552,648.6896552,613.2068966,145.7586207,146.8275862,145.8275862,53.37931034,203.5172414,113.5172414,239.8275862,1.71275,0,25.48,3.304687615,11.04033567,137.02,25.25382699,23.16666667,26.875,-0.323413634,-0.7435897681,22.55,21,23,-0.6736445216,-0.6558458137,30.3375,25,33,-0.822157496,-0.0548664464
AL548067Z,CR196NRNDZ,3600,0.0343744199,0.01777663862,0.04394900256,-1.437243122,1.938530056,0.01167330807,-0.6342501504,-0.7611834279,-0.3154289097,1.959527094,3.863491234,0.2132726379,0.2810634009,-1.437243122,1.938530056,-0.05724547842,3.956205249,0.6535818043,0.8418844425,0.2725384909,1.059081248,-1.979035947,3.930143827,0.3802299224,0.1787825283,-0.2472240673,0.3449719605,-1.977926788,3.930576285,0.28452177,0.6876311869,0.1087271768,0.9653720382,-1.834177969,3.487084785,0.3913576255,0.6112609004,0.1317095727,0.7935220302,-1.96925702,3.892370338,0.3205356718,0.7507725402,-1.979035947,3.930143827,0.5861504253,5.337817209,1.204712572,0.562488731,0.1000961579,0.7808643311,-1.868525123,3.623332496,0.3116085687,5.156308128,2.91721725,7.81762318,0.204288374,-4.563277148,2.409799463,0.422711308,0.3573258881,0.4965147074,0.2185868294,-3.493426757,0.06449415838,LVAd,131.25,92.90625,81.09375,117.3125,192.8125,198.6875,669.09375,193,42.75,669.09375,660.6875,667.90625,629.09375,139.15625,140.71875,137.875,53.6875,203.875,113.53125,242.03125,0.022,0,0.53,4.566152461,23.17118777,1.76,25.49902627,23.5,27.16666667,-0.3173113851,-0.7477527091,22.5375,21,23,-0.7728465332,-0.388446242,31.0375,27,34,-0.697475305,0.01307359557
AL548066Z,CR196NRNEZ,3600,0.03250790049,0.01705234523,0.04012772482,-1.780041813,3.276794853,0.01050104473,-0.6248812649,-0.758188568,-0.3110553766,1.865626461,3.497847919,0.2117039002,0.3273683348,-1.780041813,3.276794853,1.347253262,7.161118452,0.9285705903,0.8418062339,0.2477364851,1.083662868,-1.955773607,3.856446471,0.3975099701,0.1768495638,-0.2300125855,0.3279569546,-1.985559233,3.951357177,0.2715696952,0.6652480754,0.09648027666,0.8834128114,-1.963171351,3.87018221,0.3803682918,0.6033815714,0.1181110093,0.8114660177,-1.898541553,3.643002246,0.3263483568,0.7460806808,-1.955773607,3.856446471,0.5336897394,5.189868443,1.188402629,0.5471764088,0.08943628128,0.7499601544,-1.91728712,3.754052539,0.3072414744,5.692304928,3.031527796,8.977447235,0.6789861649,0.770468002,2.500053027,0.4176775337,0.3192316328,0.4803805585,-1.363149524,2.261167644,0.06945137566,LVAd,130.6774194,91.32258065,77.58064516,117.1290323,199.1290323,203.8064516,659.483871,199.6774194,44.22580645,659.483871,653.4516129,658.0967742,630.6774194,142.2580645,142.7741935,141.3870968,57.64516129,215.7096774,116.483871,247.516129,0.022,0,0.53,4.566152461,23.17118777,1.76,25.49902627,23.5,27.16666667,-0.3173113851,-0.7477527091,22.5375,21,23,-0.7728465332,-0.388446242,31.0375,27,34,-0.697475305,0.01307359557
AL548078Z,CR196N2MFZ,3600,0.02791754387,0.01492065672,0.04067421421,-0.01346736188,-5.532953824,0.01330672247,-0.5780369695,-0.815593572,-0.3381750738,0.0003249259853,-5.998049701,0.2738843995,-0.105210853,-5.532953824,0.8090354896,-3.903051019,16.09610882,1.386962197,0.6895115748,0.3322786747,1.029120115,-0.01038336549,-5.935843464,0.387943642,0.0667971931,-0.2231943318,0.3529683649,-0.0007389100223,-5.995275126,0.3291802922,0.520070428,0.1237940105,0.9376681356,0.01074939856,-5.934385817,0.4531161811,0.5055383348,0.1668698533,0.8427517175,-9.57E-05,-5.999315054,0.3885692535,0.103040689,-5.935843464,1.029120115,-3.479768901,12.61894661,1.774311723,0.4553151124,0.1070424295,0.8090354896,0.002466344558,-5.97160113,0.393776813,5.5667785,2.512172676,9.128689023,0.1433330941,-5.028533465,3.341408181,0.3764688084,0.3392421609,0.4459882697,1.319956402,1.06699852,0.04971559724,LVAd,129.15,102.1,91.9,124.75,221.25,239.525,613.175,216.625,48.5,613.175,598.7,617.1,573.825,166.175,161.725,165.65,75.875,249.6,139.625,276.95,1.10025,0,18.08,3.517040891,11.6827222,88.02,25.52350543,23.5,27.16666667,-0.3404839065,-0.6680394098,22.525,21,23,-0.7204689462,-0.4660006371,31.1125,27,34,-0.694666677,0.07131705862
AL548062Z,CR196NRNFZ,3600,0.03677925011,0.02619258511,0.04316330461,-1.623913098,,0.009232972514,-0.7139856995,-0.7697631257,-0.6585351858,-0.02645085163,,0.05561469057,0.1734480193,-1.623913098,0.7808193461,-2.091588059,6.11846655,0.6036774732,0.9764309052,0.8955568009,1.05330281,-0.2275340576,,0.07894912333,0.2436868087,0.1341978746,0.3040302799,-1.705008008,,0.09498536129,0.8024353036,0.5827277651,0.9160515907,-1.729004747,,0.1903095069,0.7344301011,0.6776144171,0.810738228,1.174444725,,0.0686691616,0.734151924,-0.2275340576,1.05330281,-1.78160407,2.244405533,0.4181543303,0.6686217398,0.5130030324,0.7808193461,-1.267917146,,0.1390878804,7.364984279,4.477198828,9.98013728,-0.4399251202,,2.761580931,0.4220949171,0.3697076637,0.4570614316,-1.455372828,,0.04620910947,LVAd,129.7391304,97.65217391,87.86956522,121.6086957,202.9130435,205.7391304,648.0869565,200.7391304,48.86956522,648.0869565,645.3043478,649.7391304,623.6521739,149.4347826,148.9565217,149.1304348,61.86956522,249,125.9130435,269.9130435,1.3135,0,18.08,3.055917474,8.561666043,105.08,25.25018116,23.16666667,26.875,-0.3341637052,-0.7345092763,22.5625,21,23,-0.7283396019,-0.5734935764,30.35,25,33,-0.7995086336,-0.08064110776
AL548056Z,CR196N2MGZ,3600,0.03084902438,0.01757328007,0.03833912982,-1.689555585,,0.01152867476,-0.6540787053,-0.8080317049,-0.351537508,1.731233989,,0.2620220932,0.1145399401,-1.689555585,0.7643730948,-2.025424065,6.332266198,0.6049385795,0.7988290932,0.3298565534,1.041645599,-1.728773834,,0.4062275534,0.1587835,-0.234731194,0.364532838,-1.726629881,,0.3409123299,0.6286217207,0.1296814507,0.8903476783,-1.725787483,,0.4322687242,0.6095248477,0.1674237641,0.833849442,-1.731480912,,0.3828847679,0.4738919473,-1.728773834,1.041645599,-2.406418008,6.643277814,0.7980360626,0.549398008,0.1202991688,0.7643730948,-1.732040581,,0.3716107392,6.313932561,3.069756841,9.353303243,-0.2916377928,,3.146775759,0.3602836667,0.3074287541,0.4315320165,1.185500443,,0.06406359214,LVAd,130.5609756,101.3170732,91.6097561,119.7073171,213.9268293,233.097561,639.9756098,210.8536585,46.97560976,639.9756098,621.9268293,643.6341463,602.8292683,145.4878049,145.0731707,146.097561,72.65853659,232.4878049,123.0731707,247.3902439,1.10025,0,18.08,3.517040891,11.6827222,88.02,25.53652627,23.5,27.16666667,-0.3800435671,-0.6501678492,22.5125,21,23,-0.6691721081,-0.5349258039,31.15,27,34,-0.7536311382,0.2166913161
AL549961Z,CR196JAQ07QZ,3600,0.03458079565,0.01794519178,0.04387373061,-1.696573514,,0.01443981895,-0.6296133527,-0.7935090587,-0.3504893305,1.654187767,,0.2429501874,0.1220511671,-1.696573514,0.807802136,-1.901184665,5.875036732,0.618125479,0.7302696371,0.2090345935,0.9914227838,-1.732039834,,0.4514031069,0.1579911926,-0.1684080841,0.3387051691,-1.702290073,,0.283212143,0.6573279983,0.0882828122,0.9561607914,-1.725486465,,0.4930153138,0.5763425971,0.1080518472,0.8155983245,-1.73081348,,0.4055838822,0.4276598802,-1.732039834,0.9914227838,-2.313091628,6.172170108,0.79165327,0.5592370244,0.08837762629,0.807802136,-1.723975134,,0.4079877065,6.862564282,3.807253476,8.658062034,-1.6533302,,2.659498564,0.4604884882,0.3879859866,0.517645469,-0.9873662282,,0.06617785961,LVAd,131.4,80,76.4,103.4,219.8,236.6,627.2,225.2,41.4,627.2,608.2,624.2,576,150.8,155.2,153.2,50.2,185,115.6,223,1.1115,0,27.37,5.081706247,30.37121052,88.92,25.36401721,23.16666667,26.875,-0.3327412726,-0.72176561,22.5375,21,23,-0.7728465332,-0.388446242,30.6875,26,33,-0.9197331,0.1256032312
AL548059Z,CR196LWQ07NZ,3600,0.0320355978,0.01820946516,0.04015195798,-1.65444886,,0.01203409216,-0.652303924,-0.8165539058,-0.3440628331,1.720850856,,0.2671367311,0.1192422044,-1.65444886,0.7858392994,-1.90618651,5.898154733,0.6024855951,0.7459348695,0.2399771821,1.000140446,-1.731989716,,0.4381739277,0.156834926,-0.2247836288,0.3565660749,-1.726376451,,0.3306117675,0.6261094971,0.09766000187,0.9096866263,-1.718148893,,0.4580596757,0.588413412,0.1207696115,0.8288296514,-1.729985137,,0.4050450943,0.4395056693,-1.731989716,1.000140446,-2.337584509,6.293516589,0.7935235688,0.5539335771,0.0961865726,0.7858392994,-1.731594827,,0.3964321309,6.667439112,3.448280646,9.144407986,-1.069988746,,2.919691886,0.3722396627,0.2987616431,0.4762096209,1.32144017,,0.09257032429,LVAd,131.7666667,86.56666667,77.53333333,106.3333333,215.5,228.7,641.3666667,216.4666667,43.6,641.3666667,627.4333333,642.5666667,600.7666667,141.1,144.0666667,143.1,53.4,210.1666667,110.3333333,213.2333333,1.087875,0,27.37,5.096455222,30.46979626,87.03,25.36401721,23.16666667,26.875,-0.3327412726,-0.72176561,22.5375,21,23,-0.7728465332,-0.388446242,30.6875,26,33,-0.9197331,0.1256032312
AL548060Z,CR196LWQ0F2Z,3600,0.0314761856,0.01405411747,0.04296359759,-1.480286891,,0.01534127171,-0.6115776056,-0.761151792,-0.3363228132,1.712543325,,0.2386768241,0.1279996417,-1.480286891,0.7904193253,-1.739805747,5.28997389,0.5569862737,0.8016477398,0.3996185192,1.006542122,-1.731083126,,0.3481891344,0.1024116457,-0.3266094959,0.3286643963,-1.724276929,,0.3717287099,0.6445661727,0.130205201,0.9615418533,-1.595112742,,0.4494450715,0.5949854645,0.1840067059,0.8062172856,-1.730022629,,0.3559643671,0.467900775,-1.731083126,1.006542122,-2.518471336,7.161983238,0.7868808603,0.5386676447,0.110712114,0.7904193253,-1.652262075,,0.3725403613,6.285385598,2.287991237,8.570359678,-1.679262474,,3.473661716,0.4166600924,0.3329854245,0.5375873246,1.374305495,,0.1072674207,LVAd,131.0769231,87.26923077,83.30769231,106.8076923,222.9615385,238.6153846,592.3846154,229.2307692,40.84615385,592.3846154,572.7692308,585.5,534.5,185.3076923,188.5769231,184.6538462,52.26923077,181.5,113.4615385,223.7692308,1.1115,0,27.37,5.081706247,30.37121052,88.92,25.3964221,23.16666667,26.875,-0.3618869364,-0.665340629,22.5375,21,23,-0.7728465332,-0.388446242,30.775,26,33,-0.9087130488,0.1616535713
AL549939Z,CR196JAPMZ,3600,0.0274403812,0.01567464778,0.03888689901,-0.1236396367,,0.01160941754,-0.6191938888,-0.777288477,-0.3579403668,1.619529039,,0.2279134345,0.2068226683,-0.1236396367,0.7222735123,0.9492221549,-0.8906444673,0.2930176712,0.7944665028,0.4343478454,0.9891693748,-1.714920778,,0.3122155007,0.1180395893,-0.2495484717,0.3332394718,-1.657224885,,0.319886018,0.5703814664,0.1628175738,0.8573171699,-1.331293557,,0.3626234855,0.5987057649,0.2218735612,0.8028280408,-1.714056576,,0.3267239908,0.4657151179,-1.714920778,0.9891693748,-2.584581357,7.468405467,0.7748281934,0.5010588546,0.139132119,0.7222735123,-1.606456659,,0.3160116893,7.290992,2.660120283,11.1198557,-0.8124777005,,4.286512976,0.3657750702,0.2601919009,0.4739490291,0.1089941576,,0.1069021123,LVAd,131.3333333,96.66666667,92,121.1666667,227.3333333,233.5,610.3333333,234.5,47.5,610.3333333,601.1666667,604.6666667,554.5,160.6666667,165.5,162.5,54.33333333,194,120,231.8333333,1.1115,0,27.37,5.081706247,30.37121052,88.92,25.3964221,23.16666667,26.875,-0.3618869364,-0.665340629,22.5375,21,23,-0.7728465332,-0.388446242,30.775,26,33,-0.9087130488,0.1616535713
AL548052Z,CR196N2MHZ,3600,0.02876002467,0.01489863622,0.04115243522,-0.03920735065,-5.7734542,0.01429904194,-0.5767220379,-0.8279016751,-0.3056426963,0.02251951264,-5.864195555,0.2866457051,-0.1110147329,-5.7734542,0.8353838208,-3.89938212,16.07529295,1.447325989,0.7218575336,0.4169091023,1.031368014,0.001488027659,-5.987532374,0.3482365678,0.05745779308,-0.2735348352,0.3701539973,-0.02082189109,-5.840874227,0.3493548088,0.5455318932,0.1095483,0.9581380727,-0.0122956824,-5.924237783,0.4710540347,0.51315091,0.1458162729,0.8485815341,-0.02572414873,-5.851081476,0.3865736773,0.1176142069,-5.987532374,1.031368014,-3.497432707,12.706081,1.791324759,0.4772935935,0.09365726866,0.8353838208,-0.01465751791,-5.915014025,0.4125251849,5.455946923,2.169873476,9.406372707,0.2352614661,-4.350175325,3.525604603,0.3739126633,0.3119503231,0.4228724732,-0.7799174407,1.227801177,0.04643282732,LVAd,128.8333333,100.2777778,90.05555556,124.1388889,239.7777778,270.5833333,576.2222222,239.25,49.52777778,576.2222222,549.6111111,576.5833333,499.6944444,184.0277778,179.8333333,184.0833333,100.0833333,247.5,153.1944444,270.8888889,1.18575,0,29.15,4.805595314,24.56378277,94.86,25.49902627,23.5,27.16666667,-0.3173113851,-0.7477527091,22.5375,21,23,-0.7728465332,-0.388446242,31.0375,27,34,-0.697475305,0.01307359557
AL548053Z,CR196JAQ024Z,3600,0.03279657211,0.01741337072,0.04051870958,-1.732009857,,0.01332227819,-0.616505991,-0.7731346474,-0.307295393,1.731605855,,0.2677918771,0.1101285589,-1.732009857,0.7669169863,-2.094131498,6.593357807,0.6131353768,0.8174064011,0.3370857123,1.076281206,-1.716319679,,0.4163906869,0.1562838389,-0.2245858625,0.3496313671,-1.731443098,,0.3298556969,0.6513029577,0.1295881457,0.922818711,-1.727716867,,0.4519439779,0.5827481209,0.1594304378,0.8041827386,-1.726514194,,0.3667341836,0.478723956,-1.716319679,1.076281206,-2.374274853,6.525695924,0.7978061102,0.5386222542,0.1134922303,0.7669169863,-1.717860613,,0.3685092631,5.104634553,2.386327687,6.845271855,-1.534751108,,2.384832091,0.3732376621,0.331853418,0.4307387802,1.272765273,,0.05137503219,LVAd,130.25,95.375,84.925,126.4,248.275,261.95,578.875,246.525,46.275,578.875,564.3,579.775,506.625,173.725,173.9,172.8,94.25,240.25,128.8,259.275,0.065,0,1.74,4.762501311,23.88597915,5.2,25.53652627,23.5,27.16666667,-0.3800435671,-0.6501678492,22.5125,21,23,-0.6691721081,-0.5349258039,31.15,27,34,-0.7536311382,0.2166913161
AL548058Z,CR196N2MJZ,3600,0.03287920133,0.01931144136,0.04128258802,-1.587876969,,0.01186110808,-0.6342688513,-0.8190879718,-0.3489241403,1.514346102,,0.2506841696,0.1228311473,-1.587876969,0.8238612894,-1.911172697,5.940258873,0.5806334503,0.8088929782,0.3388728546,1.05583869,-1.725357475,,0.4072243204,0.1577386305,-0.2150741332,0.3675697797,-1.691326748,,0.3237139746,0.6522811728,0.1432074901,0.9590940446,-1.62461038,,0.4439592258,0.5904312004,0.1761887764,0.8386478604,-1.631642223,,0.3610906052,0.4746989281,-1.725357475,1.05583869,-2.410069648,6.689323168,0.7963547052,0.5459295294,0.1333435336,0.8238612894,-1.435739811,,0.3644207941,5.220849364,2.986064615,6.724172556,-1.438769219,,1.973484165,0.3869017106,0.3128128435,0.4714739855,0.580627253,,0.07984839307,LVAd,129.96875,97.875,85.21875,118.9375,220.28125,238.0625,637.03125,216.8125,48.375,637.03125,620.3125,640.5625,593.0625,142.6875,141.5625,142.6875,79.65625,231.78125,125.46875,244.4375,0.83675,0,29.15,6.091741156,41.99819394,66.94,25.54381793,23.5,27.16666667,-0.3923651887,-0.5909721563,22.5125,21,23,-0.6691721081,-0.5349258039,31.1875,27,34,-0.8143064899,0.3787274546
AL548055Z,CR196JAQ025Z,3600,0.03524835479,0.01728836397,0.04487113951,-1.718771144,,0.01556708485,-0.662298299,-0.8471453122,-0.3189507474,1.71679544,,0.2976393624,0.1381277081,-1.718771144,0.8609839497,-1.796931878,5.489908715,0.6387972049,0.7949663157,0.3263089129,1.034866282,-1.730582582,,0.4059074524,0.1749211606,-0.2337498943,0.3839070989,-1.730705441,,0.3539500666,0.7092921918,0.1228547418,1.004420265,-1.731940646,,0.5078733186,0.6203955164,0.1538819591,0.8583896645,-1.730979354,,0.4040403657,0.4751854952,-1.730582582,1.034866282,-2.388255781,6.540270118,0.8010980336,0.6055660526,0.110274969,0.8609839497,-1.729492845,,0.429005073,6.2973711,2.518302124,9.028450121,-1.261345663,,3.379233485,0.3594683212,0.3088177194,0.4313591039,1.329390001,,0.06397231192,LVAd,131.28,93.44,79.12,117.32,221,233.32,642.96,223.2,45.32,642.96,627.2,639.96,596.4,136.84,139.4,136.12,67.12,203.04,113.64,215.04,0.056125,0,1.23,4.234406842,18.04320574,4.49,25.54381793,23.5,27.16666667,-0.3923651887,-0.5909721563,22.5125,21,23,-0.6691721081,-0.5349258039,31.1875,27,34,-0.8143064899,0.3787274546
AL548054Z,CR196JAQ02LZ,3600,0.03538495191,0.01772925199,0.04488286721,-1.717123003,,0.01530495973,-0.6530322938,-0.8217213938,-0.3178195778,1.731942387,,0.2903047468,0.1365470451,-1.717123003,0.8494904008,-1.82566546,5.590948252,0.6356065497,0.7945874038,0.3312874918,1.033366967,-1.729590868,,0.4012928328,0.1872387762,-0.188383592,0.3819336464,-1.728562814,,0.3253713383,0.7100004258,0.1290259207,1.023027481,-1.716452967,,0.5036433008,0.612520511,0.1597704807,0.8416010982,-1.731679714,,0.3921023624,0.4725999511,-1.729590868,1.033366967,-2.405036046,6.62567181,0.7981530194,0.6007101429,0.1154359255,0.8494904008,-1.730385908,,0.4203046964,5.616305683,2.553329465,8.180865031,-0.763737889,,2.846682924,0.3622737129,0.3159965083,0.4398114478,1.636302682,,0.06756811655,LVAd,132.375,97.625,84.75,118.375,229.625,240,635.5,236.25,44.125,635.5,620,629.5,598.5,134.25,140.125,134.75,70.375,204.875,114.625,221.375,1.345625,0,29.56,4.240707726,18.10887753,107.65,25.54381793,23.5,27.16666667,-0.3923651887,-0.5909721563,22.5125,21,23,-0.6691721081,-0.5349258039,31.1875,27,34,-0.8143064899,0.3787274546
